,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id
3203,TRQTOTC128F427A39C,0.548,0.146,0,-19.353,1,0.14,0.789,9.07e-06,0.113,0.193,62.121,5BADpSYBfo1l7rTR9g5v7t
3204,TRPFQDZ128F42A6658,0.445,0.438,3,-11.387,1,0.0568,0.393,8.84e-05,0.819,0.469,113.268,0rWhJlvTo86A59haH2Jtk2
3205,TROXGPD128F42A6673,0.668,0.659,5,-11.468,0,0.0817,0.409,0.037,0.123,0.681,125.131,7zS0Z6Xj36sR7GnmDFO8nD
3206,TRTWMHD128F9319540,0.337,0.714,7,-9.05,1,0.0559,0.524,0,0.869,0.634,174.98,00E5fCZRJo2I8DrsPzwowL
3207,TRWNHOD128F9306539,0.237,0.724,7,-7.191,0,0.0484,0.0193,0.000256,0.333,0.524,158.42,5PjyZrMIWaCAoYPGwJGjrp
3208,TRFRASA128F9306533,0.722,0.461,7,-10.55,0,0.0609,0.37,0.521,0.102,0.44,131.913,5j4n8gTizS5EFEZkBGhMLF
3209,TRAZHZI128F930653D,0.352,0.728,5,-10.891,1,0.0943,0.00172,0.2,0.827,0.389,164.258,16sA2L6NY0gPXZSQggPJkP
3210,TRSHLOV128F930653F,0.431,0.666,9,-11.154,1,0.139,0.071,6.41e-06,0.17,0.346,134.89,7s9qQtECDuh8QWv2uamvuK
3211,TRYJIKO128F9306543,0.473,0.674,8,-10.311,0,0.0627,0.0786,0.271,0.396,0.672,132.842,3Qd2VohFIOgnMYwcB0hwYs
3212,TRCNRIL128F4291CE5,0.583,0.517,11,-10.676,0,0.0277,0.000908,0.0374,0.084,0.436,112.977,2sPMu8OO3TLb0u50A64rrh
3213,TRUUOKX128F4291CE6,0.506,0.679,0,-10.175,1,0.0337,0.163,0.000144,0.83,0.649,133.466,2nFukqxqsZB6R1T6yqXG0D
3214,TRNHUUW128F9355DD3,0.638,0.72,6,-8.684,0,0.171,0.0909,2.36e-05,0.216,0.822,110.413,0MLuMq5s0IxG6zmy1CKqsR
3215,TREXLKW128F9355DDB,0.36,0.93,4,-8.974,1,0.083,0.0111,2.33e-05,0.114,0.905,154.707,4xTvtmFbQw7VCpuEFQQcUa
3216,TREUSQX128F9318302,0.768,0.396,7,-12.656,1,0.0336,0.0976,1.72e-06,0.166,0.277,111.307,6SO7AiiVI7qvCsHhp8AahB
3217,TRNFEUJ128F9332607,0.335,0.775,11,-6.355,0,0.0502,0.518,0,0.347,0.816,200.941,6njKVa88gZQndlgXJnuugK
3218,TRMEPGT128F4288E83,0.375,0.389,6,-15.38,1,0.15,0.792,0.795,0.103,0.447,148.062,3SgHNTPbz1cRc2MxLYmSAF
3219,TRCULIS128F4288E5D,0.524,0.984,1,-9.142,1,0.177,0.0734,0.896,0.087,0.114,157.167,18h0Ev4jmYL0ZosEeUyQaX
3220,TRRWOJS128F4288E8E,0.542,0.752,2,-7.165,1,0.0262,0.000114,0.000495,0.458,0.767,144.158,2Tl0PVfnsJmW07yhnLEa8r
3221,TRZXLRS128F4288E6A,0.333,0.694,9,-8.77,1,0.0491,0.152,9.73e-06,0.568,0.691,173.369,2QiHQ14tZ1FwY3D6oesSHB
3222,TRIWZNN128F4288E59,0.705,0.84,0,-8.15,1,0.0903,0.0406,0.000659,0.306,0.935,116.825,0MPvdvygzC0Ggysn8QPK2Y
3223,TRTXAPP128F4288E51,0.526,0.939,2,-7.222,1,0.0523,0.145,1.91e-05,0.113,0.543,134.505,56GfTAFHN8HMuKEJwUSJnY
3224,TRLATHY128F4288EAF,0.701,0.613,1,-7.839,0,0.0446,0.032,0.0181,0.0663,0.879,122.343,2UABsCVphZDyCP9xPVlq1s
3225,TRSMOMF128F4288E98,0.372,0.855,7,-8.394,1,0.0361,0.00455,0.000106,0.173,0.929,178.789,7sjbTRb3jWQOy0A5PxtTj0
3226,TRSIKWF128F4288E7E,0.652,0.808,9,-8.822,1,0.0423,0.353,0.000909,0.352,0.941,98.03,1bFdl7EUE3msWntnxB7awF
3227,TRDXJIJ128F4288EA4,0.304,0.702,7,-9.498,1,0.0417,0.018,8.99e-05,0.122,0.569,183.645,3i10SNWt5iJg4fLXBD17iP
3228,TRXMEGE128F4288EB3,0.089,0.27,2,-14.934,1,0.0349,0.0177,0.811,0.146,0.0391,84.476,4zGjDtWTPLokfXgZiKsl1j
3229,TRKSGSC128F4288E48,0.264,0.872,9,-10.362,0,0.0776,0.277,0.806,0.113,0.647,162.126,2L6SNE6U2FOunPBDx9e9wI
3230,TRMOTAX128F14690D4,0.489,0.58,0,-13.145,1,0.06,0.00155,0.676,0.213,0.748,141.268,2r2ePiF6xPo5Mfv4rAETAi
3231,TRGKSKS128F14690D9,0.393,0.233,4,-16.612,0,0.0314,0.405,0,0.0636,0.729,110.103,0IFbWOLQMvDKRyzytO2mXz
3232,TRCZTRD128F14690D7,0.412,0.757,9,-12.631,0,0.148,0.107,4.89e-05,0.0514,0.454,122.557,0eCpgfK54k4K8sUJPeUiDN
3233,TRBZHBP128F14690DC,0.621,0.535,4,-13.913,0,0.0546,0.00955,0.575,0.424,0.925,139.622,4Vry7J2skpvdOy6Sc5e0OG
3234,TRBLYMQ128F14690DE,0.56,0.459,11,-16.052,0,0.041,0.00966,0.828,0.0656,0.698,120.913,4dT7LF7CJVrVjgIFISJIuR
3235,TRFPQVG128F14690D2,0.649,0.608,1,-13.157,1,0.114,0.00177,0.54,0.0628,0.944,101.036,0x1Z6a29Fts0ybkqQ8GyIH
3236,TRZIPVB128F14690D5,0.336,0.806,9,-11.523,1,0.0741,1.48e-05,0.0145,0.0825,0.916,88.355,4iTIQsuKRV5kkADH1mSQac
3237,TRUTTBA128F14690D1,0.479,0.523,9,-13.596,0,0.0848,0.000663,0.59,0.074,0.452,81.32,4NGuRB5v5avYvCxm7XKGbd
3238,TRECLRE128F14690E0,0.411,0.737,2,-11.886,0,0.0521,0.000476,0.0177,0.36,0.962,143.646,7DHwrxn9iWsMpaO9rlHN5r
3239,TRJNFYR128F14690DB,0.588,0.657,4,-10.855,1,0.0713,0.000201,0.674,0.147,0.763,118.736,19Rt3NwlD3eMlJ7Yz7bp1Q
3240,TRBIJJX128F148BCD3,0.545,0.704,2,-9.672,0,0.0415,0.156,0,0.318,0.963,99.562,1rxHXQGAzof90GNcC8vQik
3241,TRAAWBV128F148BCDB,0.502,0.508,5,-12.109,1,0.0417,0.0203,0.00141,0.304,0.797,126.336,7ejZmRWQUnf0ovi8kNsYJ6
3242,TRJLVXG128F148BCDD,0.318,0.68,1,-9.518,1,0.0435,0.409,0,0.329,0.781,170.933,2PzSWicLNsgO4nGqi5XzFm
3243,TRJJKIQ128F148BCDA,0.528,0.904,4,-10.664,1,0.0622,0.0894,0.107,0.167,0.962,119.064,71SpKTR2uLdwzSPPMnok7u
3244,TRJKABX128F148BCD7,0.319,0.568,2,-10.186,1,0.0322,0.708,0.000626,0.352,0.423,158.431,3TNEW6IDYquCFPGZRKD0GV
3245,TRYGXLU128F148BCD2,0.29,0.922,9,-9.039,1,0.0545,8.43e-05,0.843,0.197,0.964,194.58,3zDyCjsZLPIbcPki0oZ6rz
3246,TRVYXIG128F4263080,0.698,0.623,7,-15.441,1,0.0352,0.22,0.18,0.0892,0.75,111.845,3zmk1BeQWWclCxyNNbtr4J
3247,TREFVJO128F426F269,0.445,0.896,0,-11.216,1,0.0895,0.343,0.143,0.967,0.185,133.839,7iasgCBUG2E9z8G0Iu3uWS
3248,TRFJPEE128F427EAC4,0.502,0.352,2,-14.362,1,0.0276,0.437,5.84e-05,0.293,0.358,143.685,1Qd3CUBmJMBOmapxPYY6pZ
3249,TRYCMRO128F4260EBF,0.704,0.597,9,-9.128,1,0.0493,0.472,0.562,0.082,0.785,83.037,1duCwvL46t9SlaUcAskHJR
3250,TRFURVI128F146AFC1,0.569,0.481,2,-8.304,1,0.0344,0.238,0,0.0914,0.872,130.934,0l6vPbNky56gut034Ye7aj
3251,TRJBJVX128F146AFC6,0.634,0.567,11,-7.413,1,0.117,0.237,0.000205,0.189,0.714,122.517,7dIB9ndSexs0yOLM0B7ErV
3252,TRFITQT128F145B4FA,0.351,0.786,11,-10.354,0,0.155,0.173,0.0134,0.0572,0.543,170.842,3EddjsX3tVyJvScaSjNhNW
3253,TRLCJIE128F145B4FB,0.527,0.611,11,-9.157,0,0.0588,0.251,7.26e-05,0.298,0.686,95.107,2VvqzF3TtEbqGZpuRcsfYp
3254,TREWUBD128F145B4FE,0.407,0.282,9,-16.016,1,0.0576,0.749,0.00288,0.66,0.137,113.847,58w69vNwTBZAXV7KqBiFb6
3255,TRMDLXF128F428B757,0.813,0.825,0,-5.564,1,0.0685,0.283,0.683,0.0528,0.964,123.34,23ocdrkMsbIT8Y5zYYFGLR
3256,TRCNMKN128F9326B5D,0.743,0.937,9,-3.972,1,0.0303,0.24,0.00135,0.0737,0.973,127.582,6vtprspBjJloDS7ui2ARFu
3257,TRGPBQY128F4238ED4,0.741,0.683,6,-7.767,0,0.067,0.135,0,0.171,0.883,91.576,19FG153t1MdozcTZHi8guM
3258,TRWPJSI128F93390C1,0.633,0.687,7,-5.929,1,0.0284,0.0552,0,0.113,0.666,125.077,7EU9SlvOmFAAk0s03Kl1nl
3259,TRGPAVL128F93390B7,0.648,0.686,7,-6.013,1,0.0284,0.131,0,0.248,0.508,114.015,2aHDRub1fOyDn5Th6BbSAd
3260,TRICRZT128F93390BA,0.594,0.694,4,-4.721,0,0.026,0.0767,0,0.336,0.351,111.029,0lAgfupQeYSPoPDm9f9KVQ
3261,TRTVZCU128F93390BC,0.703,0.726,4,-7.089,1,0.0245,0.0108,0,0.161,0.785,103.019,5po2HCMZvJ0aPSxRRGKm3p
3262,TRVXLIV128F93390B4,0.577,0.686,2,-6.223,1,0.0275,0.0457,0,0.148,0.506,99.997,32VHIEbU8iZUNppu16SkRP
3263,TRDDNHN128F93390B1,0.668,0.603,9,-7.003,1,0.0298,0.118,0,0.132,0.682,121.942,20Hfik0sLa24cWbUYhvGjv
3264,TRRRUHB12903CE9676,0.769,0.665,5,-7.268,0,0.159,0.29,3.02e-05,0.642,0.62,91.974,7zMR4GQur7Sp3HciyiPUSq
3265,TRZYJZM12903CE966A,0.679,0.472,10,-8.692,1,0.0467,0.854,0.00954,0.164,0.664,145.002,7HmzAPjFXdr4HsiST4uVzH
3266,TRNYVTJ12903CE9667,0.682,0.814,0,-6.464,0,0.0463,0.147,0.00201,0.109,0.346,90.023,2cHtYXeOKb47XVYsadOq53
3267,TRVKVTT128F14A264E,0.687,0.661,9,-9.234,1,0.0552,0.0488,0.00123,0.0476,0.891,116.626,273lvc0WLvWd9Lt6XW6IF4
3268,TRNUIEB128F4242129,0.498,0.673,1,-12.527,1,0.0692,0.0093,1.4e-06,0.0533,0.819,108.309,00qjTlherKoe1QeOLd2F8Y
3269,TRMUTED128F424BE70,0.445,0.75,6,-7.159,1,0.035,0.00805,0,0.0358,0.466,95.957,4zoZQvmST8gliv9S9L8lUw
3270,TRINZJU128F424BE74,0.569,0.757,6,-8.773,1,0.031,0.23,6.34e-05,0.0544,0.857,120.785,2GK1GVj7thGeoluNg7xq5A
3271,TRCWPJU128EF351A68,0.77,0.632,2,-12.5,0,0.0383,0.542,0.000755,0.0755,0.893,95.193,4m8R9E9nkBKQoQMboOpJqr
3272,TRURQGZ128EF352BF2,0.68,0.877,5,-10.241,0,0.0353,0.191,0.000656,0.349,0.922,108.674,3PR79C1jVvLLLmgdyHkXl3
3273,TRNCOSA128F4233DD7,0.931,0.801,4,-10.725,1,0.0548,0.496,0.379,0.0563,0.971,119.533,4qlfHfF422rd3I1FOs6N4s
3274,TRCRECL128F9304471,0.651,0.945,10,-7.922,1,0.0361,0.169,0.475,0.15,0.939,112.292,4mn7iv4DYJxPYbPy5R0nPE
3275,TRLPITB128F145B43E,0.73,0.98,5,-6.387,0,0.0596,0.0554,0.0161,0.357,0.915,110.545,0JgHJd8HMzmVAIKL8c76rd
3276,TRHJAXS128F930A088,0.662,0.969,0,-7.752,1,0.0394,0.384,0.0238,0.34,0.942,104.245,7dXG8M2SomswwYiJLsbdlS
3277,TRPJPVB128F930A092,0.567,0.828,0,-7.757,0,0.0527,0.236,0.000218,0.482,0.646,129.827,6A0sHs73c3ttgoz4hVeL8m
3278,TRWYAPD128F145CC18,0.593,0.933,7,-7.813,1,0.039,0.189,0,0.119,0.928,132.355,2HcuN3twwXK87xnaHfNnP2
3279,TRHZMUG128E0781AE5,0.671,0.776,10,-11.414,1,0.0282,0.137,0.00649,0.394,0.92,112.629,6zbFTYeqNvZdms60HouEFT
3280,TRCGCDU128E0781AE8,0.583,0.73,7,-7.585,1,0.0515,0.405,1.36e-05,0.0952,0.782,132.552,5ePfDtmnAKijuUcLnSCXZf
3281,TRLHJXQ128E0781AE6,0.765,0.927,5,-5.715,0,0.0399,0.0156,5.97e-06,0.0391,0.927,113.326,3Hya20ZNnlLzGLCpzJR6bv
3282,TRKWXST128F428D0ED,0.466,0.763,11,-7.748,0,0.0391,0.0542,0,0.119,0.473,123.539,0lIoY4ZQsdn5QzhraM9o9u
3283,TRWNTXU128F428CD01,0.624,0.191,2,-15.493,1,0.81,0.828,0,0.752,0.193,85.142,5xCvXUcPlIveY1xXuachnz
3284,TRHIYYO128F428CCDE,0.311,0.286,2,-10.718,1,0.0296,0.832,2.77e-06,0.165,0.187,169.153,2OwCYeqrH9VvJ81wKdjlCl
3285,TRCXAZA128F428CCF6,0.492,0.699,9,-6.22,0,0.0283,0.0578,0.000177,0.106,0.532,140.782,74RRGrwKPba9AU9U3BX7fT
3286,TRNCSMZ128F428CCD0,0.385,0.423,11,-11.592,0,0.069,0.934,0.073,0.09,0.846,97.914,5KLKSxNQQqg8hOaHVqEwuk
3287,TRNIRUM128F428CCA5,0.492,0.639,2,-9.944,1,0.0319,0.235,0,0.0738,0.792,115.519,4kPSjEg8u1U4pg2dHHMmtf
3288,TRJSYAQ128F428CCF0,0.524,0.172,2,-16.368,1,0.0262,0.754,0.000708,0.224,0.137,146.343,6jqw8ayDwgGEpM2tjWF2p8
3289,TRSXRZO128F428CCEC,0.478,0.367,4,-12.259,1,0.0343,0.614,0.286,0.091,0.0684,106.846,7BWGEJnSLo5VMczssVgOst
3290,TRMANWO128F428D0D1,0.415,0.51,5,-9.531,1,0.0513,0.0901,0,0.141,0.382,121.823,4Q0gexDyqLyLHmnktsn0KQ
3291,TRBMZAR128F4284E59,0.421,0.829,6,-8.605,0,0.0387,0.171,0,0.0835,0.935,124.87,1AWSemPzuGu4A9lVhSsFWJ
3292,TRGCXFB128F1459C9A,0.592,0.455,0,-9.388,1,0.0256,0.359,1.55e-05,0.135,0.414,100.808,0Ru9xL6bgBmeXoQwDixmZs
3293,TRHEMBZ128F4271E26,0.63,0.303,7,-13.706,1,0.0313,0.0443,3.51e-06,0.0726,0.262,121.577,31pG1yOCMPZkgFVudO3aI7
3294,TRMYQTJ128F9336E00,0.501,0.607,4,-4.887,1,0.0298,0.308,0,0.11,0.517,112.086,1d267wEUuKdMwWm8boi5ce
3295,TRACGHT128F9336DF8,0.464,0.805,7,-5.24,0,0.0371,0.18,6.31e-06,0.11,0.252,137.947,1vxxBWocGORCBiMtqBG0EX
3296,TRXDBUH128F933D7D3,0.571,0.571,7,-5.398,1,0.0254,0.353,0,0.115,0.443,127.954,0UxrIXK93a2CLxntpQV8Ek
3297,TRKIEHR128F933D7C5,0.545,0.882,0,-3.705,1,0.0472,0.173,0,0.0533,0.526,98.897,5TgX27B8DKNNFQo51Wy4Wd
3298,TRMVTWF128F42ACDEC,0.79,0.563,9,-10.247,1,0.0305,0.0564,1.44e-06,0.12,0.966,121.772,3DoblTreF2YRCXnwROcAbS
3299,TRFEFKX128F4264057,0.384,0.959,5,-4.737,1,0.101,0.00354,0.000776,0.279,0.634,176.499,1VWtWGYxqGUmHknqYNfFBV
3300,TRWXZKL128F42733D7,0.625,0.55,1,-11.058,1,0.033,0.0125,0,0.112,0.874,140.36,3it3eVxfCqCHV4G7FSFsWu
3301,TRAHUPT128F4278C9F,0.619,0.893,1,-5.82,1,0.028,0.131,0,0.268,0.874,107.766,16ElRRLcUiA8OzUiSobM4F
3302,TRNNJMJ128F4278CA1,0.282,0.572,3,-6.622,1,0.0295,0.0194,0,0.379,0.359,158.142,2twrsEK5i4G0l2hg447bPU
3303,TRJOFTE128F4278CA8,0.598,0.892,9,-5.436,1,0.0313,0.0153,0,0.313,0.965,151.593,2Bw6I7muTDRuU9NOwEmRl9
3304,TROTLFO128F4278CA2,0.52,0.501,0,-7.349,1,0.0254,0.0343,0,0.189,0.293,132.557,2nyu7FbDaaXmoanGTf5MF5
3305,TRYMESR128F4278CAC,0.645,0.88,1,-4.55,0,0.0314,0.00436,0,0.117,0.735,115.646,3EYWpZtnGXZ2BOxT3wuZBk
3306,TROIEZX128F42B625E,0.64,0.327,5,-9.236,1,0.0353,0.427,0,0.0861,0.392,113.205,75RI1Cj8y6JFQ7JErU3Q2c
3307,TRHZPIV128F42B641D,0.649,0.5,9,-7.855,1,0.0389,0.283,3.81e-05,0.0599,0.704,66.429,3aRQGxJDT3SoZWIP10rtab
3308,TRMYFNB128EF34C441,0.367,0.067,5,-18.876,0,0.0358,0.988,1.08e-05,0.103,0.258,174.917,2qQZWKYiLRUjzEvM3L3IEN
3309,TRGJLIU128EF34C443,0.408,0.098,11,-13.864,0,0.0344,0.958,0.00231,0.101,0.187,181.912,3Jr8P3kzt7S7vYxt229uut
3310,TRCEYIZ128EF34C43E,0.555,0.0553,11,-15.201,0,0.0367,0.99,0.026,0.11,0.281,96.435,3to00W3oLR3qc34pSAfcy2
3311,TRZIEWG128EF34C444,0.721,0.0717,3,-16.566,1,0.039,0.992,0.00124,0.1,0.443,112.806,5zPDB5x5NKidCE2QGujvdz
3312,TRPRDBU128EF34C43F,0.344,0.0623,4,-14.165,0,0.0349,0.968,0.000123,0.0703,0.325,167.677,6Q7gWtnCkOwE9mCZ9LieI3
3313,TRTGBHQ128EF34C43A,0.359,0.13,5,-14.107,0,0.0357,0.973,6.19e-06,0.15,0.216,179.152,6YB2gdzmcDWsEVRdviKxuI
3314,TRSCEAB128EF34C43C,0.609,0.302,7,-11.068,0,0.0303,0.931,0.0276,0.113,0.408,95.699,74HCbbo0myHc6iQWQN9py4
3315,TRXKYPC128EF34C43B,0.423,0.157,11,-13.731,0,0.0566,0.972,1.73e-06,0.0926,0.174,165.53,1Reo7GZllPN7z9V4LSKBzw
3316,TRUNOVU128F933A7E0,0.552,0.288,7,-6.394,1,0.0271,0.818,0.0112,0.47,0.167,79.48,32ieT4aUCCPsyaud6YIFWO
3317,TRGJMCB12903CF8AA9,0.315,0.855,2,-7.745,1,0.077,5.2e-05,0.000144,0.335,0.292,158.192,1MOcIAhjhA4S3f8BPZclqv
3318,TRLCYEB12903CF8AA1,0.63,0.535,7,-11.437,1,0.0305,0.39,0.0831,0.124,0.277,113.483,2gE7UMhH3kjSNp2odkedfe
3319,TREFKIS12903CF8ACE,0.315,0.577,2,-7.393,1,0.0348,0.396,0.000177,0.162,0.267,82.105,6s7f5bBIdEkBTI0vVDm9Df
3320,TRVZLBD12903CF8ABD,0.619,0.837,7,-8.755,1,0.0287,0.295,0.00311,0.109,0.74,126.866,65l1ZL1k1kKBeMukaBtaF2
3321,TRDBDNX12903CF8A9B,0.645,0.864,7,-6.561,1,0.0447,0.36,0,0.119,0.763,122.237,4HRGpcIjyG868d2n06d1Pj
3322,TRYGMTR12903CF8AAF,0.646,0.392,3,-10.443,1,0.0303,0.502,0.127,0.108,0.21,112.51,5P5BmuGxrRbkrDMjA5Oar3
3323,TRYULRJ12903CF8AB5,0.394,0.349,1,-10.833,1,0.0586,0.78,0.00041,0.117,0.251,201.853,6CbvNeOVT3Sd004ciMuYZv
3324,TRGMDCC128F9300D4A,0.561,0.484,9,-8.02,1,0.0307,0.626,0.318,0.265,0.448,67.54,5MXFTKs097OieauiyOTEHa
3325,TRYBPGV128F9300D52,0.564,0.286,2,-8.05,1,0.045,0.827,0,0.0962,0.582,100.407,3fAJCZfq57cJ9TjZUv7GPZ
3326,TRRQTRU128F4227729,0.474,0.732,2,-7.302,1,0.0355,0.379,0.0412,0.0997,0.812,130.945,5fG6OrJQXX9gMGGFR9mU6Q
3327,TRYXCLS128F4227721,0.627,0.808,9,-9.436,0,0.0372,0.0787,0.00239,0.248,0.311,123.858,1W6p6WfA2bW2Ws3fGYgUty
3328,TRIPOOY128F92EDD20,0.632,0.578,9,-10.474,0,0.0302,0.271,0,0.13,0.912,115.399,0iwvgz7kQAnF9DREWhg49g
3329,TRSIGWL128F4295FF1,0.476,0.906,0,-11.654,1,0.0593,0.00418,0.143,0.375,0.499,121.117,0bIAxfSyknRZzJdQbVWFXE
3330,TRVKZFL128F4295FF5,0.573,0.729,2,-12.064,1,0.036,0.00213,0.59,0.0447,0.656,130.066,2RJxyzoTqWpePIP8VkdpLO
3331,TRESJDN128F428B56D,0.569,0.985,4,-7.309,0,0.0776,0.000332,0.572,0.0943,0.237,125.32,32z2VB1btzPQ5Dq8fd5qRR
3332,TRBOGKC128F428C271,0.45,0.682,4,-12.405,0,0.0395,0.0164,0.325,0.139,0.187,176.923,6AdftU5FXBk9KeXmPscVUO
3333,TRWFGPL128F4246B10,0.403,0.968,9,-3.824,1,0.148,0.00289,0.000107,0.37,0.444,158.026,43mXVMFQhqZMNG1a0qjfMt
3334,TRQCLSG128F4246B11,0.479,0.827,2,-4.559,1,0.0331,0.00203,2.06e-06,0.347,0.635,96.992,0OjsXynMP6i9Q9NpIIwKcI
3335,TRQOISI128F4246B15,0.433,0.822,9,-4.535,0,0.0332,0.0463,0.000637,0.151,0.189,94.378,3ygByBQwWjqqR0i5QsN3Ra
3336,TRIWQSH128F4246B19,0.567,0.742,9,-5.719,1,0.0365,0.000789,2.91e-06,0.0785,0.219,111.05,1zRXyB37Jc6da6ktxzBxhp
3337,TRADNXF128F4246B0E,0.472,0.956,2,-3.255,1,0.0864,0.000681,0.0192,0.239,0.264,144.029,7cItcvIrW4fNuohPgFWUei
3338,TRTLJTD128F4246B1E,0.372,0.857,9,-3.917,1,0.0373,0.0021,0.0043,0.143,0.443,179.89,6mzVZzroMbZ5I0d10Nl1cd
3339,TRVMMAC128F4246B1B,0.537,0.96,4,-4.665,1,0.0497,0.00126,0.00159,0.235,0.648,140.004,5XNVf6fPCDBIC6Roi0h58j
3340,TRVSKVW128F4246B21,0.446,0.914,9,-4.499,1,0.0459,0.00666,2.89e-05,0.0457,0.423,170.038,3FvX70TLlKkzZQUSoknnk8
3341,TRKUIAT128F4246B18,0.534,0.989,6,-4.247,0,0.179,0.0015,0.00776,0.351,0.0801,117.478,1yXJwFSsGQfMv3QKoieSh2
3342,TRDCLGH12903CE0864,0.692,0.887,1,-3.484,1,0.0305,0.00159,0.353,0.0697,0.689,120.042,569KfDxRBGoCct4CTAhFL8
3343,TRMORJZ128F4296007,0.34,0.429,8,-15.456,0,0.0397,0.0206,0.164,0.104,0.579,116.076,5GNXwLY3zwz4iUL21H4pm8
3344,TRCRAHC128F4296017,0.453,0.758,4,-12.064,0,0.0492,0.000307,0.00522,0.315,0.571,130.999,6fkQK2h07wMLHJIXAY3wb8
3345,TRFJURF128F4296010,0.323,0.514,0,-12.88,1,0.0416,0.00299,0.04,0.36,0.384,124.153,6skKJNtA8A8NuXYLbNok3Y
3346,TRJQEFM128F4296001,0.37,0.687,9,-12.666,1,0.0402,0.000638,0.133,0.0889,0.332,155.08,26cJQf78xAff9wTp5VmuVW
3347,TRDVKPB128F4296057,0.443,0.439,8,-13.96,0,0.0316,0.0043,0.0703,0.0993,0.826,76.636,5HswNdVH9gHd7AB3OaVERD
3348,TRKQJAL128F4296054,0.352,0.644,4,-12.817,0,0.0368,0.00217,0.288,0.115,0.604,139.49,7p7xrwYQFDkv781aPF1VLk
3349,TRRELTM128F9318C0F,0.304,0.873,2,-4.42,1,0.0396,0.00254,1.58e-05,0.39,0.493,170.033,1Ve97cLYZUYs7MBtvBTIZT
3350,TRVPOUR128F14697EF,0.709,0.314,5,-9.666,1,0.0321,0.254,0.0134,0.116,0.514,142.942,6nVkGlCkRShQdulWqIF7Q8
3351,TRTIEOV128F4263096,0.284,0.836,10,-10.47,0,0.067,0.188,0.894,0.976,0.0754,66.749,6dgFT7Zo1YFP54ZeSUDeiq
3352,TRTGOZT128E07983BB,0.705,0.603,8,-8.121,0,0.036,0.206,0.00105,0.0364,0.908,100.015,6dIX9nFDPOoimXwhPTxCLP
3353,TRKRPLB128E07983C3,0.355,0.45,7,-8.307,1,0.0278,0.651,0.0216,0.223,0.139,125.248,26ItBw3OZ9s9d51rNWCYhh
3354,TRYPDRW128E07983C1,0.473,0.682,5,-7.3,1,0.0546,0.6,0.000385,0.121,0.18,87.842,4q1KxpIc6fSbk9LWs8qJUi
3355,TRCYIAQ128F42B12C0,0.691,0.567,11,-11.624,0,0.0515,0.0869,0.15,0.0276,0.942,116.705,20MxJN12WEqU5eWsuCrwM5
3356,TRPDFCH128F42B129A,0.588,0.873,7,-6.021,1,0.048,0.183,0.000522,0.229,0.444,145.663,0285gn8Mdgn97TDJLi0r7l
3357,TRGJGSF128F426B273,0.739,0.45,9,-15.091,1,0.0299,0.173,0.0868,0.0571,0.705,103.684,3MvGH0xFRahXIbvRtx4PSH
3358,TRHBMJF128F426B270,0.667,0.575,0,-13.141,0,0.0409,0.186,8.93e-06,0.0411,0.719,116.543,55FxKMwQpmAZoeW9XE72ow
3359,TRFNKCM128F426B279,0.6,0.526,11,-11.027,0,0.0319,0.463,0.0414,0.132,0.53,76.983,2t3irXOH4riWOijW4YKTkf
3360,TRTHHZW128F426B252,0.437,0.611,9,-11.654,1,0.0466,0.687,0.0396,0.355,0.865,126.251,7Ho5kFgwxdlmQ7UDEbqxjT
3361,TRVFSES128F426B278,0.648,0.684,9,-11.438,0,0.0504,0.287,0.000692,0.6,0.64,118.605,5j2xie1eyM5DdzsOGZtNrN
3362,TRXOYAE128F426B259,0.595,0.708,7,-8.62,1,0.0616,0.574,9.33e-05,0.661,0.772,132.816,1YOueyMqtpY28EJrtCQQhU
3363,TRFLRTD128F4264588,0.744,0.598,10,-10.999,1,0.0247,0.0777,0.000182,0.0829,0.945,109.717,4YxRy2Dylt1smihjFqWt1m
3364,TRILLQF128F42B2236,0.58,0.836,1,-6.211,1,0.0303,0.101,5.05e-05,0.114,0.484,130.992,3yB55OOZRmdZ7vVfbMecvT
3365,TRGVOLM128F4267A8D,0.303,0.513,2,-11.492,1,0.038,0.622,4.41e-05,0.303,0.426,151.095,563rD12Sj0fxsBTGkJ4yYf
3366,TRXTBRN128F1468E18,0.798,0.513,11,-10.705,0,0.0286,0.413,3.72e-05,0.0901,0.635,106.731,7BoTlMBgFavEZ8j3oknPLr
3367,TRAEGBD128F932EDCE,0.481,0.152,6,-15.145,1,0.0327,0.925,0.000253,0.112,0.105,103.327,6J2YomKn4cqP472m3pIV8B
3368,TRTSSFA128F932EDC8,0.48,0.364,2,-14.248,0,0.0553,0.878,0.0599,0.088,0.505,94.004,43AYsYMjTu2ll7nHBJEM2w
3369,TRSGDVK128F932EDC2,0.65,0.308,11,-12.646,0,0.0358,0.912,0.00884,0.108,0.482,92.825,5nmP3BRvxNHnRFbfRictYF
3370,TREUITQ12903D05934,0.593,0.783,10,-4.716,1,0.0358,0.0165,7.26e-05,0.167,0.646,141.345,2NtqZmfRIDkXJ2YvY2Kv1F
3371,TRKLOIP128F42632B9,0.483,0.712,9,-7.951,1,0.0274,0.0204,0.000104,0.204,0.478,159.516,4XAIIfN9qJNFLQdcXFkavm
